A/C,N,O,R,RU,U,UO,RO
gourds MR,0.000135667,0.000301482,0.000361778,0.000195963,0.000542667,0.000165815,0.000135667
gourds NR,0.000180889,0.001145631,0.00099489,0.000241185,0.001205927,0.00033163,0.000482371
kovaikai LR,3.01E-05,7.54E-05,9.04E-05,4.52E-05,0.000120593,1.51E-05,3.01E-05
kovaikai HR,0,0,1.51E-05,0,1.51E-05,0,0
kovaikai KR,0.000783853,0.001462187,0.001597853,0.000618038,0.001854113,0.000512519,0.00066326
kovaikai MR,1.51E-05,4.52E-05,3.01E-05,0,1.51E-05,1.51E-05,0
kovaikai NR,0.000150741,0.000542667,0.000783853,0.000180889,0.000768779,0.000241185,0.000271334
kothavarai LR,3.01E-05,0.000120593,7.54E-05,1.51E-05,9.04E-05,4.52E-05,4.52E-05
kothavarai HR,0,1.51E-05,0,0,3.01E-05,0,0
kothavarai MR,0,0,1.51E-05,1.51E-05,3.01E-05,3.01E-05,1.51E-05
kothavarai KR,0.000874297,0.001748594,0.002200817,0.000723556,0.002095298,0.000512519,0.000814001
kothavarai NR,7.54E-05,0.000241185,0.000226111,9.04E-05,0.000527593,0.000195963,9.04E-05
Lfinger LR,3.01E-05,0.000120593,6.03E-05,6.03E-05,7.54E-05,1.51E-05,4.52E-05
Lfinger HR,1.51E-05,1.51E-05,0,0,1.51E-05,0,0
Lfinger KR,0.000859223,0.001567705,0.00198978,0.000648186,0.002110372,0.000587889,0.00073863
Lfinger MR,0,1.51E-05,1.51E-05,0,1.51E-05,0,0
Lfinger NR,7.54E-05,0.000407,0.000452223,0.000135667,0.000557741,0.000180889,0.000180889
malli LR,4.52E-05,1.51E-05,0,3.01E-05,3.01E-05,0,1.51E-05
malli HR,1.51E-05,0,1.51E-05,0,0,1.51E-05,0
malli MR,0,0,0,1.51E-05,1.51E-05,0,0
malli KR,0.000889371,0.001929483,0.002351558,0.000753704,0.002442002,0.000723556,0.000829075
malli NR,3.01E-05,0.000180889,0.000150741,4.52E-05,0.000286408,4.52E-05,0.000120593
mango LR,4.52E-05,0.000286408,0.000346704,0.000150741,0.000437149,0.000165815,0.000120593
mango HR,0,0,1.51E-05,0,6.03E-05,0,4.52E-05
mango MR,1.51E-05,0.000135667,0.000105519,9.04E-05,0.000180889,3.01E-05,0.000105519
mango KR,0.000542667,0.000120593,6.03E-05,3.01E-05,4.52E-05,0,0
mango NR,0.000376852,0.001582779,0.00198978,0.000572815,0.002050076,0.000587889,0.000693408
mushroom LR,6.03E-05,0.000120593,9.04E-05,7.54E-05,0.000195963,3.01E-05,1.51E-05
mushroom HR,0,0,0,0,3.01E-05,0,0
mushroom KR,0.000723556,0.00132652,0.001612928,0.000437149,0.001869187,0.000542667,0.00073863
mushroom MR,0,3.01E-05,1.51E-05,0,7.54E-05,1.51E-05,0
mushroom NR,0.000195963,0.000648186,0.000798927,0.00033163,0.000602964,0.000195963,0.000211037
nuckol LR,1.51E-05,6.03E-05,0.000180889,9.04E-05,0.00033163,7.54E-05,6.03E-05
nuckol HR,0,4.52E-05,1.51E-05,1.51E-05,0,0,3.01E-05
nuckol MR,3.01E-05,9.04E-05,0.000120593,7.54E-05,0.000120593,0,3.01E-05
nuckol KR,0.000768779,0.001416964,0.00132652,0.000407,0.001552631,0.000422074,0.000527593
nuckol NR,0.000165815,0.000512519,0.000874297,0.00025626,0.000768779,0.000286408,0.000316556
onion LR,0,6.03E-05,7.54E-05,1.51E-05,0.000105519,3.01E-05,1.51E-05
onion HR,0,1.51E-05,0,0,1.51E-05,0,0
onion MR,0,3.01E-05,4.52E-05,1.51E-05,3.01E-05,1.51E-05,0
onion KR,0.000964742,0.001688298,0.001914409,0.000633112,0.002230965,0.000618038,0.000753704
onion NR,1.51E-05,0.00033163,0.000482371,0.000180889,0.000391926,0.000120593,0.000195963
peas LR,6.03E-05,0.000226111,0.000241185,0.000150741,0.000467297,6.03E-05,9.04E-05
peas HR,3.01E-05,0,3.01E-05,1.51E-05,3.01E-05,1.51E-05,1.51E-05
peas KR,0.000633112,0.000316556,0.000135667,0.000105519,0.000376852,0.000135667,0.000105519
peas MR,3.01E-05,1.51E-05,6.03E-05,3.01E-05,0.000120593,3.01E-05,4.52E-05
peas NR,0.000226111,0.001567705,0.002050076,0.000542667,0.001778743,0.000542667,0.000708482
potroot LR,0,6.03E-05,9.04E-05,9.04E-05,7.54E-05,4.52E-05,4.52E-05
potroot HR,0,0,0,1.51E-05,0,0,0
potroot MR,0,0,0,3.01E-05,1.51E-05,0,0
potroot KR,0.000874297,0.001688298,0.002125447,0.000587889,0.002246039,0.000633112,0.000829075
potroot NR,0.000105519,0.000376852,0.000301482,0.000120593,0.000437149,0.000105519,9.04E-05
paneer LR,6.03E-05,6.03E-05,0.000120593,4.52E-05,0.000150741,3.01E-05,4.52E-05
paneer HR,0,1.51E-05,1.51E-05,1.51E-05,0,1.51E-05,1.51E-05
paneer KR,0.000753704,0.001416964,0.001763668,0.000542667,0.001778743,0.000512519,0.000648186
paneer MR,4.52E-05,6.03E-05,3.01E-05,3.01E-05,7.54E-05,1.51E-05,3.01E-05
paneer NR,0.000120593,0.000572815,0.000587889,0.000211037,0.000768779,0.000211037,0.000226111
potato LR,1.51E-05,0.000105519,0.000165815,6.03E-05,0.000195963,7.54E-05,7.54E-05
potato HR,0,0,0,0,4.52E-05,0,1.51E-05
potato MR,1.51E-05,9.04E-05,7.54E-05,4.52E-05,7.54E-05,1.51E-05,3.01E-05
potato KR,0.000768779,0.000964742,0.001205927,0.000452223,0.001266223,0.000286408,0.000482371
potato NR,0.000180889,0.000964742,0.00107026,0.000286408,0.001190853,0.000407,0.000361778
pumkin LR,1.51E-05,0.000286408,0.00033163,0.000105519,0.000587889,9.04E-05,9.04E-05
pumkin HR,0,1.51E-05,4.52E-05,1.51E-05,3.01E-05,0,1.51E-05
pumkin MR,3.01E-05,3.01E-05,0.000105519,9.04E-05,0.000120593,0.000105519,3.01E-05
pumkin KR,0.000557741,9.04E-05,9.04E-05,3.01E-05,9.04E-05,1.51E-05,6.03E-05
pumkin NR,0.000376852,0.001703372,0.001944558,0.000602964,0.001944558,0.000572815,0.000768779
pudina LR,0,0,1.51E-05,0,3.01E-05,3.01E-05,0
pudina KR,0.000934594,0.001974706,0.002185743,0.000708482,0.002442002,0.000678334,0.000829075
pudina NR,4.52E-05,0.000150741,0.000316556,0.000135667,0.000301482,7.54E-05,0.000135667
radish LR,0,0,1.51E-05,3.01E-05,4.52E-05,0,0
radish HR,0,1.51E-05,0,0,3.01E-05,0,0
radish MR,0,1.51E-05,0,1.51E-05,0,3.01E-05,0
radish KR,0.000934594,0.001974706,0.002351558,0.000693408,0.002502299,0.000693408,0.000919519
radish NR,4.52E-05,0.000120593,0.000150741,0.000105519,0.000195963,6.03E-05,4.52E-05
tomato LR,1.51E-05,0.000105519,0.000150741,7.54E-05,0.000271334,0.000150741,0.000120593
tomato HR,0,0,0,0,4.52E-05,1.51E-05,0
tomato KR,0.000798927,0.001477261,0.001597853,0.000542667,0.00173352,0.000407,0.000602964
tomato MR,1.51E-05,4.52E-05,4.52E-05,1.51E-05,0.000150741,1.51E-05,3.01E-05
tomato NR,0.000150741,0.000497445,0.000723556,0.000211037,0.000572815,0.000195963,0.000211037
tondaikai LR,0.000120593,0.000693408,0.00073863,0.00033163,0.00099489,0.00025626,0.000226111
tondaikai HR,1.51E-05,0.000150741,0.000105519,4.52E-05,0.000180889,0,9.04E-05
tondaikai MR,0.000195963,0.000361778,0.000602964,0.000226111,0.000557741,9.04E-05,0.000211037
tondaikai KR,0.000512519,6.03E-05,3.01E-05,0,4.52E-05,0,0
tondaikai NR,0.000135667,0.000859223,0.001040112,0.000241185,0.00099489,0.000437149,0.000437149
vazpooThandu LR,9.04E-05,0.000226111,0.000602964,0.000316556,0.000648186,0.000150741,0.000180889
vazpooThandu HR,1.51E-05,0.000105519,0.000105519,0,0.000150741,0,4.52E-05
vazpooThandu MR,3.01E-05,0.000180889,0.000180889,9.04E-05,0.000316556,0.000165815,0.000120593
vazpooThandu KR,0.000708482,0.000648186,0.000693408,9.04E-05,0.000678334,0.000180889,0.000286408
vazpooThandu NR,0.000135667,0.000964742,0.000934594,0.000346704,0.000979816,0.000286408,0.00033163
yams LR,0.000105519,0.000165815,0.000482371,9.04E-05,0.000467297,9.04E-05,0.000120593
yams HR,0,3.01E-05,3.01E-05,3.01E-05,9.04E-05,4.52E-05,3.01E-05
yams MR,4.52E-05,0.000195963,0.000180889,9.04E-05,0.00033163,9.04E-05,0.000135667
yams KR,0.000512519,6.03E-05,3.01E-05,1.51E-05,3.01E-05,0,0
yams NR,0.000316556,0.001673224,0.001793817,0.000618038,0.001854113,0.000557741,0.000678334
gram LR,4.52E-05,0.000165815,0.000407,7.54E-05,0.000301482,0.000150741,0.000135667
gram HR,0,1.51E-05,4.52E-05,1.51E-05,4.52E-05,1.51E-05,1.51E-05
gram MR,3.01E-05,0.000120593,0.000135667,4.52E-05,0.000180889,3.01E-05,3.01E-05
gram KR,0.00066326,0.000618038,0.000602964,0.000241185,0.000859223,0.000135667,0.00025626
gram NR,0.000241185,0.001205927,0.00132652,0.000467297,0.001386816,0.000452223,0.000527593
channa LR,0,4.52E-05,6.03E-05,1.51E-05,1.51E-05,0,0
channa HR,0,0,0,0,1.51E-05,0,0
channa MR,0,0,0,1.51E-05,1.51E-05,0,0
channa KR,0.000904445,0.001793817,0.002155595,0.000768779,0.002366632,0.00066326,0.000814001
channa NR,7.54E-05,0.000286408,0.000301482,4.52E-05,0.000361778,0.000120593,0.000150741
dhal LR,0,4.52E-05,3.01E-05,3.01E-05,0.000150741,1.51E-05,1.51E-05
dhal HR,0,0,1.51E-05,0,3.01E-05,0,1.51E-05
dhal MR,0,7.54E-05,1.51E-05,1.51E-05,9.04E-05,1.51E-05,0
dhal KR,0.000889371,0.001552631,0.001899335,0.00066326,0.001899335,0.000572815,0.000798927
dhal NR,9.04E-05,0.000452223,0.000557741,0.000135667,0.000602964,0.000180889,0.000135667
maida LR,0,0,3.01E-05,0,3.01E-05,0,1.51E-05
maida KR,0.000964742,0.001839039,0.002170669,0.000648186,0.002185743,0.00066326,0.000844149
maida NR,1.51E-05,0.000286408,0.000316556,0.000195963,0.000557741,0.000120593,0.000105519
oats LR,4.52E-05,0.000241185,0.000271334,0.000105519,0.000346704,0.000165815,0.000120593
oats HR,1.51E-05,3.01E-05,6.03E-05,1.51E-05,0.000120593,0,1.51E-05
oats MR,0,7.54E-05,0.000150741,7.54E-05,0.00025626,4.52E-05,3.01E-05
oats KR,0.000572815,0.000226111,0.000241185,4.52E-05,0.00025626,6.03E-05,0.000195963
oats NR,0.000346704,0.001552631,0.001793817,0.000602964,0.001793817,0.000512519,0.000602964
ragi LR,3.01E-05,0.000195963,0.000391926,9.04E-05,0.000391926,0.000135667,7.54E-05
ragi HR,1.51E-05,0,1.51E-05,0,7.54E-05,0,0
ragi MR,0,7.54E-05,0.000226111,7.54E-05,0.000226111,9.04E-05,4.52E-05
ragi KR,0.000633112,0.000542667,0.000648186,0.000226111,0.000618038,0.000165815,0.000180889
ragi NR,0.000301482,0.001311446,0.001236075,0.000452223,0.001462187,0.000391926,0.00066326
rice LR,3.01E-05,0.000301482,0.000150741,4.52E-05,0.000422074,0.000105519,1.51E-05
rice HR,0,4.52E-05,1.51E-05,0,4.52E-05,0,0
