A/C,N,O,R,RU,U,UO,RO
rice NR,0.0433213,0.180505415,0.220216606,0.068592058,0.270758123,0.101083032,0.115523466
wheat LR,0.032786885,0.245901639,0.229508197,0.114754098,0.196721311,0.114754098,0.06557377
wheat HR,0,0.454545455,0.090909091,0,0.181818182,0.090909091,0.181818182
wheat KR,0.138121547,0.182320442,0.198895028,0.08839779,0.254143646,0.05801105,0.080110497
wheat MR,0,0.214285714,0.166666667,0.023809524,0.476190476,0.047619048,0.071428571
wheat NR,0.051383399,0.181818182,0.288537549,0.063241107,0.229249012,0.083003953,0.102766798
coconut LR,0.033333333,0.266666667,0.266666667,0.066666667,0.216666667,0.016666667,0.133333333
coconut HR,0,0.25,0.25,0,0.5,0,0
coconut MR,0.026315789,0.342105263,0.184210526,0.026315789,0.263157895,0.105263158,0.052631579
coconut KR,0.15,0.175,0.2,0.080555556,0.25,0.063888889,0.080555556
coconut NR,0.029962547,0.179775281,0.265917603,0.082397004,0.258426966,0.08988764,0.093632959
oil LR,0,0.142857143,0.428571429,0.285714286,0.142857143,0,0
oil MR,0,0.4,0.2,0,0,0.4,0
oil KR,0.095679012,0.199074074,0.234567901,0.067901235,0.25154321,0.064814815,0.086419753
oil NR,0.043478261,0.130434783,0.15942029,0.144927536,0.289855072,0.115942029,0.115942029
garlic LR,0.029126214,0.223300971,0.13592233,0.097087379,0.388349515,0.077669903,0.048543689
garlic HR,0,0.230769231,0.307692308,0,0.307692308,0,0.153846154
garlic KR,0.255033557,0.161073826,0.228187919,0.073825503,0.194630872,0.046979866,0.040268456
garlic MR,0.094339623,0.264150943,0.150943396,0.056603774,0.188679245,0.075471698,0.169811321
garlic NR,0.04622871,0.187347932,0.260340633,0.077858881,0.245742092,0.080291971,0.102189781
ginger LR,0.017241379,0.206896552,0.25862069,0.086206897,0.224137931,0.103448276,0.103448276
ginger HR,0,0,0,0.25,0.5,0,0.25
ginger KR,0.127937337,0.182767624,0.195822454,0.07310705,0.255874674,0.065274151,0.09921671
ginger MR,0,0.103448276,0.275862069,0.068965517,0.379310345,0.103448276,0.068965517
ginger NR,0.058823529,0.219607843,0.270588235,0.078431373,0.235294118,0.070588235,0.066666667
pepper LR,0.071428571,0.285714286,0.214285714,0.071428571,0.142857143,0.071428571,0.142857143
pepper HR,0,0,0.333333333,0,0.666666667,0,0
pepper KR,0.108256881,0.196330275,0.231192661,0.064220183,0.251376147,0.064220183,0.08440367
pepper MR,0,0,0.4,0,0.2,0.2,0.2
pepper NR,0.030864198,0.185185185,0.216049383,0.12345679,0.259259259,0.092592593,0.092592593
tamarind LR,0,0.3,0.2,0.1,0.3,0.1,0
tamarind HR,0,0.5,0.25,0,0,0,0.25
tamarind MR,0,0.3,0.3,0,0.3,0,0.1
tamarind KR,0.106712565,0.184165232,0.235800344,0.070567986,0.258175559,0.063683305,0.080895009
tamarind NR,0.024193548,0.209677419,0.193548387,0.112903226,0.225806452,0.112903226,0.120967742
aginomoto LR,0.1,0.3,0,0.1,0.2,0.2,0.1
aginomoto KR,0.093415008,0.196018377,0.232771822,0.075038285,0.249617152,0.067381317,0.08575804
aginomoto NR,0.048387097,0.129032258,0.225806452,0.096774194,0.306451613,0.080645161,0.112903226
aginomoto MR,0,0.5,0.25,0,0,0.25,0
spices LR,0.1,0.3,0.1,0,0.3,0.1,0.1
spices KR,0.094135802,0.194444444,0.233024691,0.075617284,0.24845679,0.067901235,0.086419753
spices NR,0.044776119,0.164179104,0.208955224,0.104477612,0.28358209,0.089552239,0.104477612
spices MR,0,0.25,0.25,0,0.25,0.25,0
coco LR,0.053299492,0.205583756,0.253807107,0.058375635,0.256345178,0.088832487,0.083756345
coco HR,0.060606061,0.090909091,0.181818182,0.151515152,0.272727273,0.060606061,0.181818182
coco MR,0.044247788,0.132743363,0.168141593,0.14159292,0.380530973,0.044247788,0.088495575
coco KR,0.289256198,0.20661157,0.223140496,0.016528926,0.132231405,0.024793388,0.107438017
coco NR,0.029411765,0.25,0.220588235,0.147058824,0.220588235,0.102941176,0.029411765
horlicks LR,0.058355438,0.201591512,0.236074271,0.079575597,0.265251989,0.082228117,0.076923077
horlicks HR,0.0625,0.0625,0.125,0,0.5,0.125,0.125
horlicks MR,0,0.150537634,0.161290323,0.129032258,0.333333333,0.086021505,0.139784946
horlicks KR,0.253246753,0.188311688,0.266233766,0.025974026,0.142857143,0.025974026,0.097402597
horlicks NR,0.033707865,0.235955056,0.224719101,0.112359551,0.258426966,0.078651685,0.056179775
boost LR,0.033898305,0.237288136,0.118644068,0.050847458,0.305084746,0.084745763,0.169491525
boost HR,0,0,0.25,0,0.75,0,0
boost KR,0.108892922,0.192377495,0.246823956,0.087114338,0.221415608,0.065335753,0.078039927
boost MR,0.111111111,0.111111111,0.333333333,0,0.333333333,0.111111111,0
boost NR,0.018867925,0.188679245,0.188679245,0.047169811,0.358490566,0.094339623,0.103773585
nuts LR,0.038461538,0.185897436,0.185897436,0.083333333,0.307692308,0.096153846,0.102564103
nuts HR,0.048780488,0.146341463,0.292682927,0.12195122,0.292682927,0.024390244,0.073170732
nuts KR,0.20855615,0.187165775,0.22459893,0.064171123,0.213903743,0.064171123,0.037433155
nuts MR,0.021505376,0.172043011,0.225806452,0.096774194,0.311827957,0.043010753,0.129032258
nuts NR,0.063492063,0.218253968,0.25,0.067460317,0.218253968,0.079365079,0.103174603
runningnose YES,0.004048583,0.068825911,0.526315789,0.190283401,0.008097166,0,0.20242915
runningnose NO,0.132780083,0.257261411,0.076763485,0.018672199,0.377593361,0.107883817,0.029045643
sneeze YES,0,0.086956522,0.517786561,0.18972332,0,0,0.205533597
sneeze NO,0.136554622,0.25,0.075630252,0.016806723,0.386554622,0.109243697,0.025210084
cough YES,0,0.130952381,0.428571429,0.202380952,0,0.011904762,0.226190476
cough NO,0.115864528,0.212121212,0.169340463,0.039215686,0.32798574,0.08912656,0.046345811
wheezeBlocks YES,0,0.165137615,0.435779817,0.197247706,0,0.009174312,0.19266055
wheezeBlocks NO,0.127201566,0.205479452,0.140900196,0.025440313,0.360078278,0.097847358,0.043052838
headache YES,0,0.073770492,0.327868852,0.286885246,0,0.008196721,0.303278689
headache NO,0.10708402,0.217462932,0.2092257,0.034596376,0.303130148,0.084019769,0.044481054
itching YES,0.002785515,0.200557103,0.002785515,0.147632312,0.498607242,0.142061281,0.005571031
itching NO,0.172972973,0.186486486,0.448648649,0.008108108,0.013513514,0.002702703,0.167567568
swelling YES,0,0.135135135,0,0.243243243,0.47972973,0.141891892,0
swelling NO,0.111876076,0.208261618,0.287435456,0.034423408,0.194492255,0.053356282,0.110154905
redrashes YES,0,0.145454545,0,0.318181818,0.390909091,0.145454545,0
redrashes NO,0.105008078,0.201938611,0.269789984,0.033925687,0.227786753,0.05815832,0.103392569
Age G3,0.094420601,0.175965665,0.188841202,0.111587983,0.270386266,0.098712446,0.060085837
Age G5,0.195121951,0.097560976,0.170731707,0.073170732,0.317073171,0.097560976,0.048780488
Age NO,0,0.5,0,0,0.5,0,0
Age G4,0.090909091,0.262626263,0.191919192,0.070707071,0.262626263,0.050505051,0.070707071
Age G1,0.138297872,0.265957447,0.234042553,0.053191489,0.180851064,0.053191489,0.074468085
Age G2,0.050387597,0.166666667,0.290697674,0.058139535,0.244186047,0.058139535,0.131782946
Sex F,0.093023256,0.188630491,0.178294574,0.095607235,0.286821705,0.069767442,0.087855297
Sex M,0.084795322,0.198830409,0.286549708,0.055555556,0.213450292,0.073099415,0.087719298
Fhistory YES,0,0.228235294,0.178823529,0.12,0.244705882,0.077647059,0.150588235
Fhistory NO,0.213815789,0.144736842,0.299342105,0.016447368,0.263157895,0.0625,0
